emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
1.0,MORTGAGE,Low,80000,4975, 36 months,debt_consolidation,Low,Good Loan,10.59,B,24.67,5812.93,4975.0,0.0,161.92,leinster
0.5,RENT,Low,55000,10000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,22.39,11462.77,10000.0,0.0,325.45,leinster
3.0,RENT,Low,43000,4650, 36 months,debt_consolidation,High,Bad Loan,13.49,C,10.35,2687.73,1789.85,173.34,157.78,leinster
10.0,MORTGAGE,Low,50780,6000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,9.1,7064.42236,6000.0,0.0,196.41,leinster
2.0,MORTGAGE,Low,24000,5000, 36 months,debt_consolidation,High,Good Loan,15.99,D,12.25,6321.4950439999975,5000.0,0.0,175.77,leinster
1.0,MORTGAGE,Low,30000,6250, 60 months,debt_consolidation,Low,Good Loan,12.99,C,16.84,7951.3015700000005,6250.0,0.0,142.18,leinster
4.0,RENT,Low,70000,6000, 36 months,wedding,Low,Good Loan,7.49,A,0.0,6716.322262000002,6000.0,0.0,186.61,Northern-Irl
5.0,MORTGAGE,Low,40000,12800, 60 months,home_improvement,Low,Bad Loan,11.49,B,20.04,1968.77,1133.96,17.1,281.45,leinster
1.0,RENT,Low,40000,10800, 60 months,other,High,Good Loan,15.99,D,7.2,15643.719980000002,10800.0,0.0,262.58,Northern-Irl
5.0,RENT,Low,46000,15000, 60 months,debt_consolidation,High,Good Loan,21.74,F,11.82,24116.130559999998,15000.0,0.0,412.07,Northern-Irl
10.0,MORTGAGE,Low,85000,4650, 36 months,home_improvement,Low,Good Loan,8.49,A,22.83,5279.752968,4650.0,0.0,146.77,Northern-Irl
10.0,MORTGAGE,Low,52000,12000, 60 months,home_improvement,High,Good Loan,17.99,E,3.85,16711.36,10520.65,0.0,304.66,Northern-Irl
6.0,MORTGAGE,Medium,116000,12800, 36 months,small_business,Low,Good Loan,9.99,B,21.83,14857.801590000001,12800.0,0.0,412.96,leinster
3.0,RENT,Low,68000,15000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,17.45,18910.85,15000.0,0.0,341.22,Northern-Irl
0.5,OWN,Low,68400,5000, 36 months,other,Low,Good Loan,12.99,C,13.37,6063.086252,5000.0,0.0,168.45,cannught
7.0,OWN,Low,74360,8725, 36 months,debt_consolidation,Low,Good Loan,5.99,A,25.71,9260.0,8725.0,0.0,265.4,Northern-Irl
0.5,MORTGAGE,Low,85000,13175, 60 months,small_business,Low,Bad Loan,11.99,B,9.77,7554.22,4337.71,523.95,293.01,leinster
9.0,MORTGAGE,Low,78000,25000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,23.11,29253.094289999997,25000.0,0.0,813.63,Northern-Irl
7.0,MORTGAGE,Low,64197,7600, 36 months,small_business,Low,Good Loan,12.99,C,21.1,8572.31,7600.0,0.0,256.04,leinster
6.0,MORTGAGE,Low,33360,6000, 36 months,home_improvement,Low,Good Loan,10.59,B,0.0,7027.412081999999,6000.0,0.0,195.27,cannught
5.0,MORTGAGE,Low,69996,5600, 60 months,home_improvement,High,Good Loan,16.49,D,17.85,8005.192540000001,5600.0,0.0,137.65,ulster
10.0,MORTGAGE,Low,60000,21000, 36 months,debt_consolidation,High,Good Loan,13.99,C,14.34,25819.95712,21000.0,0.0,717.63,leinster
4.0,MORTGAGE,Low,32000,4900, 36 months,home_improvement,Low,Good Loan,5.99,A,6.64,5267.86,4900.0,0.0,149.05,leinster
1.0,MORTGAGE,Low,36000,3500, 36 months,debt_consolidation,Low,Good Loan,6.99,A,25.0,3724.05,3500.0,0.0,108.06,ulster
5.0,MORTGAGE,Low,50000,7000, 36 months,home_improvement,Low,Good Loan,10.59,B,10.4,7908.17,7000.0,0.0,227.82,ulster
3.0,MORTGAGE,Low,42000,12175, 60 months,debt_consolidation,High,Good Loan,16.49,D,19.51,17422.9093,12175.0,0.0,299.26,ulster
9.0,RENT,Low,50004,8000, 36 months,major_purchase,High,Good Loan,15.23,C,12.69,9912.04,8000.0,0.0,278.23,Northern-Irl
2.0,RENT,Low,24000,8000, 60 months,car,High,Good Loan,18.39,E,10.3,11959.29124,8000.0,0.0,204.85,leinster
10.0,RENT,Low,80000,6000, 36 months,major_purchase,Low,Good Loan,8.49,A,5.01,6421.28,6000.0,0.0,189.38,ulster
1.0,RENT,Low,48996,4600, 60 months,debt_consolidation,High,Bad Loan,20.62,F,9.58,1741.46,584.45,246.99,123.47,munster
10.0,OWN,Low,80004,25000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,15.52,29328.76,25000.0,0.0,568.7,leinster
10.0,MORTGAGE,Low,94000,21600, 60 months,debt_consolidation,High,Bad Loan,22.85,G,18.79,10212.44,2624.07,1104.11,607.06,Northern-Irl
1.0,MORTGAGE,Low,37500,5000, 36 months,home_improvement,Low,Good Loan,11.49,B,6.62,5350.37,5000.0,0.0,164.86,leinster
3.0,MORTGAGE,Low,70000,20000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,11.01,23724.90105,20000.0,0.0,659.43,Northern-Irl
4.0,MORTGAGE,Low,75000,19000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,17.34,22714.2163,19000.0,0.0,630.99,cannught
4.0,MORTGAGE,Low,60000,25000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,16.54,30119.46,22256.7,0.0,549.69,munster
1.0,RENT,Low,65004,7800, 36 months,debt_consolidation,High,Good Loan,15.99,D,7.48,8886.68,7800.0,0.0,274.19,ulster
2.0,MORTGAGE,Low,60000,6000, 36 months,major_purchase,Low,Good Loan,5.99,A,7.02,6569.833869,6000.0,0.0,182.51,munster
6.0,MORTGAGE,Medium,163400,8400, 60 months,other,High,Bad Loan,15.99,D,4.16,8496.0,4660.19,568.03,204.23,leinster
3.0,MORTGAGE,Medium,115000,22000, 36 months,debt_consolidation,High,Good Loan,15.23,C,12.86,27102.6,22000.01,0.0,765.12,leinster
9.0,RENT,Low,51000,1600, 36 months,vacation,Low,Good Loan,10.59,B,10.85,1846.3456239999998,1600.0,0.0,52.08,Northern-Irl
1.0,RENT,Low,38400,13250, 36 months,credit_card,Low,Good Loan,10.99,B,24.22,14900.58,13249.98,0.0,433.73,ulster
7.0,MORTGAGE,Low,36000,4500, 36 months,home_improvement,High,Bad Loan,15.62,D,7.8,3814.46,2365.37,513.89,157.37,leinster
7.0,MORTGAGE,Low,78000,3000, 36 months,home_improvement,Low,Good Loan,11.49,B,16.26,3559.458974,3000.0,0.0,98.92,Northern-Irl
4.0,MORTGAGE,Low,48852,10300, 36 months,other,Low,Good Loan,6.99,A,2.58,11445.38983,10300.0,0.0,317.99,leinster
2.0,RENT,Low,74000,6000, 36 months,debt_consolidation,Low,Bad Loan,10.99,B,15.86,2356.58,1776.61,12.06,196.41,cannught
10.0,MORTGAGE,Low,84000,23675, 60 months,debt_consolidation,High,Good Loan,14.79,C,16.59,32024.22476,23675.0,0.0,560.63,ulster
10.0,MORTGAGE,Low,72500,8875, 36 months,medical,Low,Good Loan,11.99,B,21.09,10088.59,8875.01,0.0,294.74,leinster
5.0,OWN,Low,70000,15600, 60 months,major_purchase,Low,Good Loan,11.99,B,27.26,17594.36,15600.0,0.0,346.94,Northern-Irl
2.0,RENT,Medium,150000,20000, 36 months,debt_consolidation,High,Good Loan,15.99,D,8.0,24964.61,20000.0,0.0,703.05,ulster
2.0,RENT,Low,60324,10000, 60 months,debt_consolidation,High,Good Loan,13.49,C,4.28,12909.10704,10000.0,0.0,230.05,Northern-Irl
1.0,OWN,Low,74000,16000, 36 months,credit_card,Low,Good Loan,8.49,A,14.5,17658.93,16000.0,0.0,505.01,Northern-Irl
10.0,MORTGAGE,Low,70000,10000, 36 months,major_purchase,Low,Good Loan,5.42,A,8.88,10436.19,10000.0,0.0,301.6,ulster
10.0,MORTGAGE,Low,55000,15000, 36 months,credit_card,Low,Good Loan,8.49,A,25.35,17027.273419999998,15000.0,0.0,473.45,leinster
2.0,RENT,Low,75000,23200, 60 months,debt_consolidation,High,Good Loan,15.99,D,15.81,30946.78,20545.37,0.0,564.06,ulster
5.0,RENT,Low,9600,1000, 36 months,moving,Low,Bad Loan,8.49,A,9.75,387.55,278.3,41.38,31.57,cannught
10.0,OWN,Medium,112227,7000, 60 months,debt_consolidation,High,Good Loan,15.23,C,5.06,7381.18,7000.0,0.0,167.38,Northern-Irl
5.0,MORTGAGE,Low,56000,17400, 36 months,home_improvement,Low,Good Loan,5.99,A,19.31,19053.00935,17400.0,0.0,529.27,cannught
6.05,MORTGAGE,Low,45000,13475, 60 months,major_purchase,Low,Good Loan,11.49,B,14.59,16221.72,11987.71,0.0,296.29,leinster
0.5,MORTGAGE,Low,50000,10000, 36 months,medical,High,Good Loan,16.89,D,19.39,12778.13265,10000.0,0.0,355.99,munster
10.0,MORTGAGE,Low,39600,6000, 36 months,car,Low,Good Loan,5.99,A,14.06,6193.79,6000.0,0.0,182.51,leinster
10.0,MORTGAGE,Medium,159996,30000, 60 months,debt_consolidation,High,Good Loan,13.99,C,15.4,34791.77,30000.0,0.0,697.9,Northern-Irl
9.0,OWN,Low,20400,2400, 36 months,credit_card,Low,Good Loan,11.49,B,24.41,2784.16,2400.0,0.0,79.14,ulster
0.5,MORTGAGE,Low,32000,16000, 60 months,small_business,Low,Bad Loan,12.99,C,9.26,4483.18,2200.23,481.01,363.97,leinster
10.0,MORTGAGE,Low,40000,3500, 36 months,other,High,Good Loan,13.49,C,2.49,4039.27,3500.0,0.0,118.76,ulster
0.5,RENT,High,230000,15000, 36 months,debt_consolidation,Low,Good Loan,5.99,A,6.74,16187.55,15000.0,0.0,456.27,Northern-Irl
1.0,RENT,Low,66000,10000, 36 months,debt_consolidation,High,Good Loan,15.99,D,17.63,12648.43143,10000.0,0.0,351.53,Northern-Irl
10.0,MORTGAGE,Low,90000,5600, 36 months,home_improvement,Low,Good Loan,9.99,B,21.73,6147.31,5600.0,0.0,180.67,cannught
4.0,RENT,Low,95004,6000, 60 months,debt_consolidation,High,Bad Loan,16.49,D,1.48,702.53,196.74,262.43,147.48,Northern-Irl
10.0,MORTGAGE,Low,85000,3600, 36 months,debt_consolidation,High,Good Loan,17.99,E,6.35,4676.365971,3600.0,0.0,130.14,ulster
3.0,RENT,Low,66500,11200, 36 months,credit_card,High,Good Loan,15.62,D,5.68,14090.101169999998,11200.0,0.0,391.67,Northern-Irl
8.0,MORTGAGE,High,210000,24000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,14.37,27322.91,24000.0,0.0,791.32,munster
5.0,MORTGAGE,Low,58000,10000, 36 months,debt_consolidation,Low,Good Loan,5.42,A,14.23,10606.04,10000.0,0.0,301.6,Northern-Irl
10.0,MORTGAGE,Medium,140000,30000, 60 months,other,High,Good Loan,22.11,G,19.64,34778.31,30000.0,0.0,830.45,leinster
6.05,MORTGAGE,Low,12600,2000, 36 months,major_purchase,Low,Bad Loan,5.42,A,6.1,361.02,310.44,0.0,60.32,leinster
9.0,OWN,Medium,118000,30000, 60 months,debt_consolidation,High,Good Loan,13.99,C,14.98,38353.46,26611.31,0.0,697.9,Northern-Irl
0.5,OWN,Low,40800,4000, 36 months,other,High,Good Loan,13.49,C,1.03,4881.747511,4000.0,0.0,135.73,Northern-Irl
4.0,RENT,Medium,120000,10000, 36 months,credit_card,Low,Good Loan,9.99,B,10.85,10919.26,10000.0,0.0,322.63,ulster
10.0,MORTGAGE,Low,93000,35000, 60 months,debt_consolidation,High,Good Loan,20.99,F,22.68,53375.82727,35000.0,0.0,946.68,leinster
0.5,RENT,Low,21600,1200, 36 months,other,Low,Good Loan,5.99,A,22.28,1313.940157,1200.0,0.0,36.51,ulster
1.0,RENT,Low,86400,2425, 36 months,small_business,Low,Good Loan,11.49,B,13.38,2851.07,2425.0,0.0,79.96,ulster
10.0,MORTGAGE,Low,83000,2500, 36 months,major_purchase,High,Good Loan,13.99,C,22.29,3073.892454,2500.0,0.0,85.44,ulster
10.0,MORTGAGE,Low,57000,6300, 36 months,credit_card,Low,Good Loan,10.99,B,22.46,7417.9717489999975,6300.0,0.0,206.23,munster
0.5,RENT,Low,35368,5100, 36 months,moving,Low,Good Loan,12.99,C,10.01,6184.165558,5100.0,0.0,171.82,Northern-Irl
0.5,RENT,Low,88000,5000, 36 months,wedding,Low,Good Loan,8.49,A,5.95,5676.411929,5000.0,0.0,157.82,Northern-Irl
0.5,RENT,Low,70000,8000, 60 months,debt_consolidation,High,Bad Loan,20.99,F,11.31,11663.19,6751.45,0.0,216.39,Northern-Irl
8.0,MORTGAGE,Low,50000,12000, 60 months,debt_consolidation,High,Good Loan,17.49,D,16.56,17061.278980000006,12000.0,0.0,301.41,ulster
4.0,RENT,Low,40512,12000, 60 months,debt_consolidation,High,Bad Loan,19.69,E,16.23,5683.81,2451.86,0.0,315.87,ulster
10.0,RENT,Low,39000,5250, 36 months,debt_consolidation,Low,Good Loan,11.49,B,19.14,6227.935335,5250.0,0.0,173.1,ulster
10.0,MORTGAGE,High,220000,11275, 36 months,debt_consolidation,Low,Good Loan,12.99,C,20.86,13670.2824,11275.0,0.0,379.85,leinster
10.0,MORTGAGE,Low,48528,10000, 36 months,credit_card,Low,Good Loan,6.99,A,15.45,10327.73,10000.0,0.0,308.73,Northern-Irl
10.0,MORTGAGE,Low,86000,13000, 36 months,debt_consolidation,Low,Good Loan,8.49,A,11.97,14663.06,13000.0,0.0,410.32,leinster
0.5,RENT,Low,83200,5425, 36 months,debt_consolidation,Low,Bad Loan,10.59,B,16.62,1057.68,788.09,0.0,176.56,cannught
2.0,MORTGAGE,High,205000,11000, 36 months,other,Low,Good Loan,10.99,B,10.16,12933.482320000001,11000.0,0.0,360.08,Northern-Irl
3.0,RENT,Low,60000,6000, 36 months,moving,Low,Bad Loan,10.99,B,18.2,5705.62,4483.51,206.98,196.41,Northern-Irl
0.5,OWN,Low,96000,18000, 60 months,home_improvement,High,Good Loan,16.89,D,10.91,23870.38,18000.0,0.0,446.29,munster
6.0,RENT,Low,60000,17000, 60 months,debt_consolidation,Low,Bad Loan,11.49,B,16.14,9977.64,4806.01,2198.87,373.79,Northern-Irl
10.0,MORTGAGE,Medium,105000,7725, 36 months,debt_consolidation,Low,Good Loan,11.99,B,9.38,8635.8,7725.0,0.0,256.55,leinster
5.0,MORTGAGE,Low,22000,1550, 36 months,home_improvement,Low,Bad Loan,7.49,A,24.87,1397.39,1124.52,101.39,48.21,Northern-Irl
9.0,RENT,Medium,112000,7750, 36 months,debt_consolidation,Low,Bad Loan,9.99,B,15.34,831.53,371.71,332.63,250.04,ulster
5.0,RENT,Low,63000,9225, 36 months,debt_consolidation,Low,Good Loan,5.99,A,15.66,10101.158940000001,9225.0,0.0,280.61,munster
2.0,RENT,Low,25596,4500, 36 months,other,Low,Good Loan,9.99,B,11.86,5224.258236,4500.0,0.0,145.19,ulster
6.0,MORTGAGE,Low,70000,12000, 60 months,major_purchase,High,Good Loan,16.89,D,14.81,14175.24,12000.0,0.0,297.53,cannught
5.0,MORTGAGE,Low,60000,5000, 60 months,major_purchase,High,Bad Loan,17.99,E,3.54,3139.75,1403.94,220.83,126.94,Northern-Irl
1.0,RENT,Low,85000,7525, 36 months,debt_consolidation,Low,Good Loan,5.99,A,5.29,8255.809599,7525.0,0.0,228.9,Northern-Irl
4.0,MORTGAGE,Low,83000,20000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,13.56,24405.85,17804.19,0.0,444.79,munster
10.0,MORTGAGE,Medium,120000,3600, 36 months,major_purchase,High,Good Loan,13.49,C,8.81,4395.137081,3600.0,0.0,122.15,ulster
6.05,MORTGAGE,Low,53000,25975, 60 months,debt_consolidation,High,Good Loan,14.17,C,20.02,33960.418289999994,25975.0,0.0,606.69,cannught
4.0,MORTGAGE,Low,50000,2325, 36 months,credit_card,Low,Good Loan,6.99,A,14.27,2561.36,2325.0,0.0,71.78,leinster
2.0,RENT,Low,65000,8000, 36 months,other,Low,Good Loan,6.99,A,3.75,8512.32,8000.0,0.0,246.99,Northern-Irl
3.0,RENT,Low,42500,20000, 60 months,credit_card,High,Good Loan,20.25,F,19.26,31773.14,20000.0,0.0,532.67,Northern-Irl
8.0,MORTGAGE,Low,80000,13725, 60 months,small_business,Low,Bad Loan,11.49,B,7.18,6311.18,3913.24,0.0,301.78,ulster
5.0,MORTGAGE,Low,84000,6775, 36 months,credit_card,Low,Bad Loan,10.59,B,21.34,2592.65,1844.32,171.88,220.5,ulster
10.0,MORTGAGE,Low,100000,12000, 60 months,home_improvement,Low,Good Loan,11.49,B,20.38,13275.95,12000.0,0.0,263.86,Northern-Irl
10.0,MORTGAGE,Low,74000,4475, 36 months,small_business,Low,Good Loan,9.99,B,10.86,4833.8,4475.0,0.0,144.38,ulster
1.0,RENT,Low,48000,23500, 60 months,debt_consolidation,High,Good Loan,15.23,C,20.35,30822.15,20762.68,0.0,561.91,cannught
6.05,OWN,Low,30000,7000, 36 months,car,Low,Good Loan,7.49,A,10.36,7832.425084,7000.0,0.0,217.72,leinster
8.0,MORTGAGE,High,648000,35000, 36 months,home_improvement,High,Good Loan,15.99,D,4.65,44277.99326,35000.0,0.0,1230.33,munster
1.0,RENT,Low,52500,9500, 36 months,debt_consolidation,High,Good Loan,14.79,C,13.9,9731.73,9500.0,0.0,328.35,leinster
5.0,OWN,Low,76365,14000, 60 months,debt_consolidation,High,Good Loan,17.49,D,16.44,19265.6,14000.0,0.0,351.64,cannught
10.0,RENT,Low,44000,23325, 60 months,house,High,Good Loan,13.49,C,25.04,29506.05,20726.74,0.0,536.59,Northern-Irl
3.0,RENT,Low,42886,12000, 36 months,other,Low,Good Loan,10.59,B,17.52,14054.357380000001,12000.0,0.0,390.54,Northern-Irl
10.0,MORTGAGE,Medium,168000,8775, 36 months,home_improvement,Low,Good Loan,8.49,A,6.39,9858.69,8775.0,0.0,276.97,Northern-Irl
7.0,MORTGAGE,Low,65000,1525, 36 months,debt_consolidation,Low,Good Loan,5.42,A,5.34,1655.560163,1525.0,0.0,46.0,leinster
8.0,MORTGAGE,High,230000,30000, 60 months,small_business,Low,Good Loan,10.99,B,4.39,35857.23,26820.95,0.0,652.13,cannught
6.05,MORTGAGE,Medium,160000,6000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,5.43,7066.158872,6000.0,0.0,196.41,cannught
4.0,MORTGAGE,Medium,120000,8850, 36 months,small_business,Low,Good Loan,10.99,B,16.41,10121.63,8849.99,0.0,289.7,ulster
2.0,MORTGAGE,Low,38000,16200, 60 months,debt_consolidation,High,Good Loan,19.29,E,19.86,23220.77,14167.11,0.0,422.83,leinster
0.5,RENT,Low,81120,8350, 36 months,debt_consolidation,Low,Good Loan,7.49,A,4.78,9343.04775,8350.0,0.0,259.7,ulster
10.0,MORTGAGE,Low,32000,8000, 36 months,credit_card,Low,Good Loan,5.99,A,26.45,8759.964654000001,8000.0,0.0,243.34,Northern-Irl
4.0,RENT,Low,72000,16000, 60 months,debt_consolidation,High,Good Loan,13.49,C,27.77,19544.48,16000.0,0.0,368.08,leinster
5.0,RENT,Low,60000,6000, 36 months,car,Low,Good Loan,7.49,A,18.98,6563.57,6000.0,0.0,186.61,leinster
10.0,RENT,Low,64500,7150, 36 months,debt_consolidation,High,Bad Loan,15.99,D,23.81,3517.62,2375.05,13.0,251.34,Northern-Irl
3.0,RENT,Low,76000,12000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,7.42,14123.52485,12000.0,0.0,392.81,Northern-Irl
8.0,MORTGAGE,Low,66420,5550, 36 months,home_improvement,Low,Good Loan,5.99,A,4.16,6074.569057,5550.0,0.0,168.82,ulster
1.0,RENT,Low,65004,13000, 60 months,debt_consolidation,Low,Good Loan,10.59,B,11.63,14640.85,13000.0,0.0,280.01,leinster
2.0,RENT,Low,65000,3000, 36 months,vacation,Low,Good Loan,5.42,A,0.74,3157.36,3000.0,0.0,90.48,ulster
10.0,MORTGAGE,Low,61500,6000, 60 months,other,High,Good Loan,15.99,D,17.46,7028.98,6000.0,0.0,145.88,munster
6.0,MORTGAGE,Low,34800,5125, 36 months,debt_consolidation,Low,Bad Loan,6.99,A,22.72,2018.14,1587.63,123.22,158.23,cannught
3.0,RENT,Low,36000,5000, 36 months,debt_consolidation,Low,Good Loan,12.99,C,15.27,6062.272005,5000.0,0.0,168.45,ulster
10.0,RENT,Low,46000,7000, 36 months,credit_card,Low,Good Loan,8.49,A,19.83,7947.986454000001,7000.0,0.0,220.95,Northern-Irl
10.0,MORTGAGE,Low,72000,4800, 60 months,car,Low,Good Loan,11.99,B,12.12,6173.397606,4800.0,0.0,106.75,cannught
10.0,RENT,Medium,104004,19000, 60 months,debt_consolidation,Low,Bad Loan,12.99,C,18.65,19775.44,12302.88,1221.02,432.22,leinster
1.0,MORTGAGE,Medium,160000,35000, 36 months,home_improvement,High,Good Loan,15.23,C,7.37,42658.65,35000.01,0.0,1217.24,ulster
3.0,MORTGAGE,Low,85000,8000, 36 months,home_improvement,High,Good Loan,17.49,D,0.52,10072.5,8000.0,0.0,287.18,ulster
6.05,OWN,Low,70000,6000, 36 months,other,Low,Good Loan,5.42,A,16.22,6405.86,6000.0,0.0,180.96,leinster
0.5,MORTGAGE,Low,96188,11075, 60 months,debt_consolidation,High,Good Loan,15.99,D,16.22,14520.1,9521.21,0.0,269.27,ulster
10.0,RENT,Low,43000,4000, 36 months,debt_consolidation,Low,Good Loan,12.99,C,14.07,4724.7,4000.0,0.0,134.76,ulster
3.0,OWN,Low,46200,19200, 60 months,debt_consolidation,High,Bad Loan,17.49,D,17.25,3445.23,1041.21,1035.78,482.25,leinster
10.0,MORTGAGE,Low,35000,18000, 60 months,debt_consolidation,High,Good Loan,13.99,C,16.97,18825.25,18000.0,0.0,418.74,leinster
10.0,MORTGAGE,Low,70800,7500, 60 months,home_improvement,Low,Good Loan,10.99,B,19.68,9225.78,7500.0,0.0,163.04,ulster
0.5,RENT,Low,42500,4000, 36 months,car,Low,Good Loan,12.99,C,2.74,4835.8,4000.0,0.0,134.76,Northern-Irl
10.0,MORTGAGE,Low,30000,8000, 36 months,major_purchase,Low,Good Loan,7.49,A,25.36,8954.550939,8000.0,0.0,248.82,leinster
8.0,MORTGAGE,Low,38000,8000, 36 months,debt_consolidation,High,Good Loan,13.49,C,20.4,9568.1,8000.01,0.0,271.45,Northern-Irl
2.0,RENT,Low,36780,12000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,19.84,14203.79,12000.0,0.0,395.66,Northern-Irl
2.0,RENT,Low,48000,10800, 36 months,debt_consolidation,High,Bad Loan,13.99,C,9.03,11025.07,8474.29,322.79,369.07,ulster
1.0,RENT,Low,39000,5000, 36 months,other,High,Good Loan,21.36,F,3.69,6187.28,5000.0,0.0,189.31,ulster
1.0,RENT,Low,52000,4000, 36 months,credit_card,Low,Good Loan,7.49,A,19.62,4427.52,4000.0,0.0,124.41,ulster
4.0,RENT,Low,40000,20000, 60 months,credit_card,Low,Good Loan,10.99,B,18.06,25530.98339,20000.0,0.0,434.75,ulster
3.0,OWN,Low,60000,4025, 60 months,other,High,Good Loan,17.49,D,8.66,5542.9,3531.97,0.0,101.1,cannught
7.0,MORTGAGE,Medium,115000,8100, 36 months,debt_consolidation,High,Good Loan,16.49,D,23.56,8826.91,8100.0,0.0,286.74,Northern-Irl
2.0,MORTGAGE,Low,85000,8400, 36 months,debt_consolidation,Low,Good Loan,11.99,B,3.06,9985.56,8400.0,0.0,278.97,cannught
10.0,MORTGAGE,Low,65000,4500, 36 months,car,Low,Good Loan,11.99,B,7.62,5315.26,4500.0,0.0,149.45,leinster
5.0,RENT,Low,25000,3450, 36 months,debt_consolidation,Low,Bad Loan,11.99,B,16.94,0.0,0.0,0.0,114.58,ulster
1.0,RENT,Low,31200,8000, 60 months,debt_consolidation,High,Bad Loan,20.25,F,21.12,9935.75,4962.32,575.51,213.07,leinster
4.0,MORTGAGE,Low,48000,5000, 36 months,major_purchase,Low,Good Loan,5.99,A,7.85,5474.846606,5000.0,0.0,152.09,leinster
5.0,RENT,Low,69996,7500, 36 months,other,Low,Good Loan,7.49,A,11.9,7982.41,7500.0,0.0,233.27,Northern-Irl
8.0,MORTGAGE,Low,65000,18000, 60 months,debt_consolidation,High,Bad Loan,16.49,D,13.2,3093.58,1421.59,0.0,442.43,Northern-Irl
10.0,MORTGAGE,Low,73000,5000, 36 months,car,Low,Good Loan,7.49,A,14.33,5311.39,5000.0,0.0,155.51,ulster
1.0,OWN,Low,24000,2000, 36 months,home_improvement,Low,Good Loan,7.29,A,8.0,2168.55,2000.0,0.0,62.02,ulster
10.0,MORTGAGE,Low,48000,3200, 36 months,debt_consolidation,Low,Good Loan,5.99,A,16.13,3499.32,3200.0,0.0,97.34,Northern-Irl
6.05,MORTGAGE,Low,95000,5750, 36 months,home_improvement,High,Good Loan,13.99,C,20.1,7071.324726999997,5750.0,0.0,196.5,leinster
6.05,MORTGAGE,Low,90000,13075, 60 months,debt_consolidation,High,Good Loan,16.89,D,21.61,16043.55,13075.0,0.0,324.18,Northern-Irl
10.0,MORTGAGE,Low,78000,8325, 36 months,debt_consolidation,Low,Good Loan,6.99,A,26.22,8554.84,8325.0,0.0,257.02,ulster
9.0,RENT,Low,45000,17400, 60 months,major_purchase,High,Good Loan,18.79,E,5.41,17673.14,17400.0,0.0,449.36,Northern-Irl
10.0,MORTGAGE,Low,65000,6200, 36 months,major_purchase,Low,Good Loan,6.99,A,14.94,6777.13,6200.0,0.0,191.41,leinster
5.0,RENT,Low,36996,8000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,3.76,8582.08,8000.0,0.0,248.82,ulster
6.05,MORTGAGE,Low,42000,14300, 60 months,home_improvement,Low,Good Loan,10.59,B,10.23,17777.513759999998,14300.0,0.0,308.01,cannught
2.0,MORTGAGE,Low,66000,12000, 60 months,debt_consolidation,Low,Good Loan,10.99,B,15.98,14335.87,10723.61,0.0,260.85,ulster
1.0,RENT,Low,38000,5500, 60 months,car,Low,Good Loan,12.99,C,2.65,5676.27,5500.0,0.0,125.12,Northern-Irl
9.0,RENT,Low,25000,7000, 60 months,debt_consolidation,High,Good Loan,15.23,C,9.02,9168.23,7000.0,0.0,167.38,Northern-Irl
8.0,MORTGAGE,High,390000,35000, 36 months,home_improvement,Low,Good Loan,10.99,B,3.71,39882.52,35000.0,0.0,1145.69,ulster
3.0,MORTGAGE,Low,67775,9600, 36 months,credit_card,High,Good Loan,14.79,C,18.73,11936.819759999995,9600.0,0.0,331.81,leinster
10.0,MORTGAGE,Medium,132000,12750, 60 months,debt_consolidation,Low,Good Loan,12.99,C,10.66,17154.1892,12750.0,0.0,290.04,leinster
10.0,MORTGAGE,Medium,100752,24575, 60 months,debt_consolidation,High,Good Loan,13.49,C,22.73,32567.2089,24575.0,0.0,565.35,leinster
4.0,RENT,Low,95000,8000, 36 months,debt_consolidation,High,Good Loan,15.23,C,13.14,10009.76486,8000.0,0.0,278.23,Northern-Irl
5.0,MORTGAGE,Low,59700,15000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,15.28,17161.3,15000.0,0.0,491.01,cannught
8.0,MORTGAGE,Low,65004,19250, 60 months,debt_consolidation,High,Good Loan,14.79,C,8.79,26702.57338,19250.0,0.0,455.84,Northern-Irl
3.0,MORTGAGE,Low,24720,3000, 60 months,car,Low,Good Loan,10.99,B,0.0,3578.46,2677.48,0.0,65.22,cannught
1.0,RENT,Low,31104,4000, 36 months,major_purchase,Low,Good Loan,9.99,B,8.95,4643.239108,4000.0,0.0,129.05,cannught
2.0,RENT,Low,34200,6400, 36 months,other,High,Good Loan,17.49,D,15.89,8264.029075,6400.0,0.0,229.75,leinster
